img_id,dice_coefficient,normalized_mutual_information,normalized_root_mse,dataset,algorithm
1.nii.gz,0.8250717770967895,1.2282256273042451,0.5401721521484111,KNEE,M6
2.nii.gz,0.8551771289903228,1.2493829691171685,0.5455991933642574,KNEE,M6
3.nii.gz,0.7594624289813202,1.169465784891374,0.6784509958781464,KNEE,M6
4.nii.gz,0.7674994501379935,1.1835662266925209,0.6441972261096103,KNEE,M6
5.nii.gz,0.685163678557216,1.1289292148869712,0.7772141673647628,KNEE,M6
6.nii.gz,0.6318417346005292,1.1146689321811882,0.7661181512793913,KNEE,M6
7.nii.gz,0.6314946876588269,1.1032266417803789,0.8542613172487361,KNEE,M6
8.nii.gz,0.8465696489387122,1.2481843986999797,0.6305552225913725,KNEE,M6
9.nii.gz,0.8068873675096625,1.2008829645228551,0.5317284713814682,KNEE,M6
10.nii.gz,0.7524717672176678,1.1436796791745716,0.6029504900958371,KNEE,M6
11.nii.gz,0.6948068518982986,1.1491241805987138,0.7766426627544366,KNEE,M6
12.nii.gz,0.6123208957764323,1.137774886407396,0.963824923676264,KNEE,M6
13.nii.gz,0.7659216194827996,1.1785028472930636,0.6046985490355555,KNEE,M6
14.nii.gz,0.8672966825799112,1.2265151824281602,0.4058767593350051,KNEE,M6
15.nii.gz,0.8188403276471715,1.1930412762696154,0.5719536692960099,KNEE,M6
0.nii.gz,0.8611162048496634,1.2620356418725776,0.51362978148632,KNEE,M8
1.nii.gz,0.784028868994883,1.1943195434306486,0.5931794830004568,KNEE,M8
2.nii.gz,0.8661357377296728,1.2449808185857585,0.5226954842263465,KNEE,M8
3.nii.gz,0.6087004552037514,1.1325598247568776,1.0301333154179593,KNEE,M8
4.nii.gz,0.7149742429316002,1.146626553497608,0.6844517605182837,KNEE,M8
5.nii.gz,0.6346029174006633,1.109570149935934,0.7931432040241,KNEE,M8
6.nii.gz,0.530812056196645,1.0822195950743452,0.8760902542910199,KNEE,M8
7.nii.gz,0.6280530513965205,1.0994349200300566,0.8923792031631409,KNEE,M8
8.nii.gz,0.8116581952408815,1.227689549695827,0.6859203651709097,KNEE,M8
9.nii.gz,0.8348769476842745,1.2088444849458968,0.5462584309041961,KNEE,M8
10.nii.gz,0.7868173665084977,1.1706339496422475,0.5653348643810738,KNEE,M8
11.nii.gz,0.6905026608351296,1.1499970316771897,0.7271951609878842,KNEE,M8
12.nii.gz,0.6280242868724374,1.1395348789906887,0.88875013629985,KNEE,M8
13.nii.gz,0.7190487440253516,1.1739599392044946,0.7343980111169673,KNEE,M8
14.nii.gz,0.7532172845538249,1.175513653984848,0.5730456491540569,KNEE,M8
15.nii.gz,0.7569067205747967,1.165032741308929,0.6543628417370593,KNEE,M8
0.nii.gz,0.7430682809809317,1.1756076268424154,0.7808231035458519,SKB,M2
1.nii.gz,0.4339597682469097,1.0758595769697696,0.9201274716441612,SKB,M2
2.nii.gz,0.7816098361726022,1.2670019882886814,0.7123436494544216,SKB,M2
3.nii.gz,0.7798775053550894,1.2044577785284756,0.8548021984857246,SKB,M2
4.nii.gz,0.7236421713099925,1.1694246260343988,0.7223411934606314,SKB,M2
5.nii.gz,0.1091971196089938,1.0251770978138617,2.188775619426321,SKB,M2
6.nii.gz,0.3962589750084537,1.059234239829059,1.0896746222951987,SKB,M2
7.nii.gz,0.4930314129930316,1.100483649908894,0.9796924141052292,SKB,M2
8.nii.gz,0.5030358484302859,1.2091184808514472,1.0117082611849373,SKB,M2
9.nii.gz,0.2618146786105827,1.0913304844069769,1.0131177336595514,SKB,M2
10.nii.gz,0.8440182198367312,1.2344370784363463,1.0783361419147324,SKB,M2
11.nii.gz,0.6542436205281771,1.1172048870136406,0.8183260195386738,SKB,M2
12.nii.gz,0.6386171828917959,1.117042455839798,0.7851904480395537,SKB,M2
13.nii.gz,0.5499277587166,1.1430534226486948,0.8423457775083218,SKB,M2
14.nii.gz,0.6814949617670985,1.1150158402651231,0.6970621565982851,SKB,M2
15.nii.gz,0.6986446487900798,1.1588711343230256,0.7596036219900135,SKB,M2
16.nii.gz,0.8417015390970853,1.1778470519982722,0.6001822744197463,SKB,M2
17.nii.gz,0.7371745221306939,1.1871998083575783,1.32138528280052,SKB,M2
18.nii.gz,0.9064046849942764,1.2637919142497631,0.5845469091316056,SKB,M2
19.nii.gz,0.6769862211464178,1.1517216901270408,0.7960824922313665,SKB,M2
20.nii.gz,0.6404265766976213,1.113946840124969,0.8590514671427161,SKB,M2
21.nii.gz,0.6867300696876579,1.164678578164175,0.7556060652027893,SKB,M2
22.nii.gz,0.5283791331389308,1.1270066200414564,0.8213401331796938,SKB,M2
23.nii.gz,0.4482949284017185,1.0492809699652494,0.8466023225042799,SKB,M2
24.nii.gz,0.4735546498176519,1.0620836609906632,1.6206381105236467,SKB,M2
25.nii.gz,0.0811597031233638,1.0157315940117304,5.86938771901666,SKB,M2
26.nii.gz,0.4993029022792594,1.0656111627689884,0.8544478429757326,SKB,M2
27.nii.gz,0.6231515577550393,1.1526230436941636,0.8027817125233937,SKB,M2
28.nii.gz,0.3374076660518317,1.057860946741624,1.0510379401581014,SKB,M2
29.nii.gz,0.4795344343308049,1.0685010382979567,0.9892100568803136,SKB,M2
30.nii.gz,0.6125962136442076,1.1011728834288608,0.8142180513097613,SKB,M2
31.nii.gz,0.6274309100917845,1.1063048371625266,0.815581864885333,SKB,M2
32.nii.gz,0.8016376988875513,1.1538294336839725,0.6420429673776197,SKB,M2
33.nii.gz,0.7908410070974449,1.161538162037004,0.6721586522160778,SKB,M2
34.nii.gz,0.7702731018092962,1.146690960057853,0.6892342744697507,SKB,M2
35.nii.gz,0.7760760049057219,1.2090433218181005,0.6386767133889847,SKB,M2
36.nii.gz,0.8100264225308266,1.2183018175668474,0.6161378781568602,SKB,M2
37.nii.gz,0.8345247177173134,1.2213867923379151,0.5356366252618975,SKB,M2
38.nii.gz,0.7905726296635874,1.2019606581093836,0.613910741608432,SKB,M2
39.nii.gz,0.6533021828055239,1.180548680837914,0.7636179030668039,SKB,M2
40.nii.gz,0.6822692645357815,1.1369729259207824,0.7600630022657007,SKB,M2
41.nii.gz,0.7506314953035639,1.1249811878300082,0.6398822255082235,SKB,M2
42.nii.gz,0.5012274651803633,1.0582110749798783,0.8425396612588668,SKB,M2
43.nii.gz,0.3285666941782725,1.0355698452577449,1.130353695264695,SKB,M2
44.nii.gz,0.3555730494624109,1.0479860712218825,1.3145101930875132,SKB,M2
45.nii.gz,0.2615085675794281,1.0207397665512328,1.2766080707507892,SKB,M2
46.nii.gz,0.302414732641064,1.027174747022939,1.536155670697821,SKB,M2
47.nii.gz,0.625595648880057,1.164868028913186,1.1139725028233487,SKB,M2
48.nii.gz,0.8155605393926172,1.2262559498971315,0.9347223039879128,SKB,M2
49.nii.gz,0.7432980164139557,1.1837447944663426,0.6110987991797266,SKB,M2
50.nii.gz,0.8486643975094631,1.2587905964459505,0.4920210815733911,SKB,M2
51.nii.gz,0.8680957694783834,1.3432122241367548,0.4312652398416288,SKB,M2
52.nii.gz,0.8827169722767391,1.2865545620781489,0.43913729830986,SKB,M2
53.nii.gz,0.8391289062199387,1.2904320591444065,0.5850677684202676,SKB,M2
54.nii.gz,0.7548096246529656,1.319324374415352,0.6556324529680014,SKB,M2
55.nii.gz,0.6257289956697185,1.1815391689206636,0.802920499297095,SKB,M2
56.nii.gz,0.5890277559673613,1.1929877564431393,0.8103953791344387,SKB,M2
57.nii.gz,0.6381573302660886,1.1469146102171417,1.0343121600019072,SKB,M2
58.nii.gz,0.6302541739052147,1.0895443360409864,0.7655793610620522,SKB,M2
59.nii.gz,0.6882420464026751,1.096950497177563,0.8076080297373192,SKB,M2
60.nii.gz,0.3944239463066603,1.0492767973222397,0.9679086624749662,SKB,M2
61.nii.gz,0.8964015657644157,1.2399271850413234,0.4666505865718112,SKB,M2
62.nii.gz,0.759197383439953,1.2291900595485377,0.7055495576221817,SKB,M2
63.nii.gz,0.8917376250560821,1.264496033445306,0.5073789357961328,SKB,M2
64.nii.gz,0.721535979540888,1.147748135376369,0.7220709500378147,SKB,M2
65.nii.gz,0.3230115581115917,1.0577352651751093,1.096881909350073,SKB,M2
66.nii.gz,0.1740941824258332,1.021846290564377,1.899095067567359,SKB,M2
67.nii.gz,0.8039840947221863,1.2084483236682044,0.6713849208596118,SKB,M2
68.nii.gz,0.8648816100873936,1.340325298639669,1.572026559825651,SKB,M2
69.nii.gz,0.8184536374532326,1.292977532470667,1.056518907793318,SKB,M2
70.nii.gz,0.4085148698158431,1.0744594676606098,0.9057993676567796,SKB,M2
71.nii.gz,0.5193935512488776,1.2392108369620272,0.921282458602583,SKB,M2
72.nii.gz,0.6316734214228242,1.1558346185985358,0.8593899610271721,SKB,M2
73.nii.gz,0.8269296710742604,1.306884540112999,0.7243980249962017,SKB,M2
74.nii.gz,0.7130868444706396,1.1903735070251722,1.0099729068239085,SKB,M2
75.nii.gz,0.5038415358027144,1.140766716031615,1.1989797798098698,SKB,M2
76.nii.gz,0.2514425787706775,1.0760167185092122,1.2264701460700669,SKB,M2
77.nii.gz,0.5002829935462645,1.182578555076123,0.9128614658501611,SKB,M2
0.nii.gz,0.7535459713530472,1.1947910315018009,0.8208376254253024,SKB,M4
1.nii.gz,0.4165668892689487,1.0976122691915835,0.9257725752025268,SKB,M4
2.nii.gz,0.8716748157343756,1.2949599668876208,0.5817223683913827,SKB,M4
3.nii.gz,0.7575299825880226,1.202107470403614,0.8344878072695575,SKB,M4
4.nii.gz,0.7500314871619886,1.192077239453401,0.6919347349388136,SKB,M4
5.nii.gz,0.1286896364874403,1.0227848151804466,1.9300520139033357,SKB,M4
6.nii.gz,0.4321873084693301,1.0573824465517592,0.9711168374506486,SKB,M4
7.nii.gz,0.5327480627504397,1.098244868471737,0.9220228635258474,SKB,M4
8.nii.gz,0.536482716263743,1.2087864300343245,1.0035397681915217,SKB,M4
9.nii.gz,0.2699979081735473,1.0536711640915173,1.036378870911351,SKB,M4
10.nii.gz,0.8353346770329336,1.2735565410143852,1.3474225865660188,SKB,M4
11.nii.gz,0.6074740363616402,1.131116624227178,0.91581906477562,SKB,M4
12.nii.gz,0.6704176613848029,1.1246152779748928,0.7738533432436898,SKB,M4
13.nii.gz,0.5428372594560652,1.1880697469113215,0.8507375484802261,SKB,M4
14.nii.gz,0.69357067060078,1.1410044659229288,0.7430960782519515,SKB,M4
15.nii.gz,0.8312448168143615,1.1965666756496645,0.6120025704090295,SKB,M4
16.nii.gz,0.8484815473404481,1.1872823317505743,0.6256011080939802,SKB,M4
17.nii.gz,0.7550847234685211,1.191747443180203,1.1963861842320902,SKB,M4
18.nii.gz,0.9261912749811444,1.2638393472384737,0.4956034747215911,SKB,M4
19.nii.gz,0.6864248195806636,1.172728544810077,0.7840392020132237,SKB,M4
20.nii.gz,0.6762336533178096,1.1482546067857722,0.7751404100163676,SKB,M4
21.nii.gz,0.6730052909458817,1.1927208205252149,0.7759904825351203,SKB,M4
22.nii.gz,0.537999970563782,1.143209116497398,0.8085040642846275,SKB,M4
23.nii.gz,0.4488189188741636,1.0568024301985153,0.8407420540242417,SKB,M4
24.nii.gz,0.5002927167876264,1.065457949673856,1.3977554623630175,SKB,M4
25.nii.gz,0.1027082608951984,1.0180345794511207,4.530560671676831,SKB,M4
26.nii.gz,0.4911180934211621,1.0831368692181638,0.8618947027841197,SKB,M4
27.nii.gz,0.6899975967460367,1.1810129915427752,0.7358667292664454,SKB,M4
28.nii.gz,0.4129780854993934,1.0650709694524811,0.9478863715197248,SKB,M4
29.nii.gz,0.5131104533899232,1.079085400882517,0.9002471088485375,SKB,M4
30.nii.gz,0.7234062665607172,1.135905884717405,0.6845826967098917,SKB,M4
31.nii.gz,0.676359143886554,1.133148560048951,0.7639449796950392,SKB,M4
32.nii.gz,0.8649396684988088,1.1901992110368618,0.5516643942128985,SKB,M4
33.nii.gz,0.804909424072181,1.1699925322403777,0.6463748647822336,SKB,M4
34.nii.gz,0.7695661517388027,1.149211744754745,0.6836313225503681,SKB,M4
35.nii.gz,0.780410893712444,1.2022494501801102,0.6164401865631886,SKB,M4
36.nii.gz,0.8173966872875006,1.216597440120969,0.6056714890599744,SKB,M4
37.nii.gz,0.8318669738766687,1.2198834219767252,0.5512562740324243,SKB,M4
38.nii.gz,0.7858772937535682,1.2229586381643374,0.6375749288687548,SKB,M4
39.nii.gz,0.671563452794,1.1927998449811943,0.7528535381530178,SKB,M4
40.nii.gz,0.6342880057071509,1.1193118073803887,0.7880894719031536,SKB,M4
41.nii.gz,0.721631553121392,1.1295431090649857,0.6968175510712886,SKB,M4
42.nii.gz,0.4965370126122714,1.056782086355481,0.8482274812186367,SKB,M4
43.nii.gz,0.3299266357295057,1.0319438193638677,1.1392249491210364,SKB,M4
44.nii.gz,0.369770716999165,1.0454138290296089,1.179662854537451,SKB,M4
45.nii.gz,0.2131317653271499,1.0146286987760464,1.37408168111161,SKB,M4
46.nii.gz,0.2476739725114854,1.0187339828624704,1.8148895590796508,SKB,M4
47.nii.gz,0.6330745560271615,1.1634311231840526,1.1061429089482058,SKB,M4
48.nii.gz,0.7970785955244813,1.2168040373510425,0.8686113342742077,SKB,M4
49.nii.gz,0.6219961068407841,1.179057034351126,0.7598651770468586,SKB,M4
50.nii.gz,0.8116010926867948,1.2116517287130468,0.4910158105571122,SKB,M4
51.nii.gz,0.8327697917513136,1.306791723166254,0.4692677283799117,SKB,M4
52.nii.gz,0.885505148854967,1.3227556759952888,0.4396766500240887,SKB,M4
53.nii.gz,0.8524400946228017,1.300883449553457,0.5676436261268524,SKB,M4
54.nii.gz,0.7732336212844549,1.3234067234545142,0.6435296568898062,SKB,M4
55.nii.gz,0.5899264813373937,1.1831281556526336,0.8685175721359416,SKB,M4
56.nii.gz,0.5844571071082543,1.1931746425277965,0.8078433367200127,SKB,M4
57.nii.gz,0.626053319848861,1.1369255577334094,1.017414186656756,SKB,M4
58.nii.gz,0.6158501181195489,1.100017025972435,0.876618455109741,SKB,M4
59.nii.gz,0.739790066334933,1.1139239810004085,0.6984544199495711,SKB,M4
60.nii.gz,0.4605066547623401,1.0598240332938942,0.8762825384081443,SKB,M4
61.nii.gz,0.8805970257457009,1.2234033252307752,0.5004992957277449,SKB,M4
62.nii.gz,0.6895729060349128,1.2071571132384291,0.7710755803339285,SKB,M4
63.nii.gz,0.8997860528950146,1.2613512787960677,0.5048560027468134,SKB,M4
64.nii.gz,0.6969870234333172,1.1647857943057454,0.7546628651165946,SKB,M4
65.nii.gz,0.3391923635597984,1.0714324834570483,1.0625137871767032,SKB,M4
66.nii.gz,0.2129023487440491,1.0160229713844573,1.611121064753606,SKB,M4
67.nii.gz,0.8069869643524344,1.178163497276496,0.6420645621837245,SKB,M4
68.nii.gz,0.8841687740463634,1.385875125409936,1.4791663178765204,SKB,M4
69.nii.gz,0.7880161876867883,1.2864215500816385,0.9860584299785874,SKB,M4
70.nii.gz,0.4073738664650978,1.1003038670352443,0.905085090242471,SKB,M4
71.nii.gz,0.572741982124507,1.2428275076603916,0.911923042525407,SKB,M4
72.nii.gz,0.5561299984989112,1.1529242538294442,0.8875646059629084,SKB,M4
73.nii.gz,0.6823117574694679,1.2710341470532798,0.7795994630596622,SKB,M4
74.nii.gz,0.6914364298602911,1.1905531011897323,1.0603864720823315,SKB,M4
75.nii.gz,0.4715848303772758,1.1224659335058464,1.1620819384613783,SKB,M4
76.nii.gz,0.2078865714149776,1.0624666294931209,1.1556932502596875,SKB,M4
77.nii.gz,0.7232889112581345,1.2083619829059726,0.7510007001236115,SKB,M4
0.nii.gz,0.7567744025260973,1.194322566190202,0.932058179838631,SKB,M6
1.nii.gz,0.4648897621324683,1.0830261816896465,0.8952627542078486,SKB,M6
2.nii.gz,0.8668300171155575,1.2914606253892398,0.5909083259273117,SKB,M6
3.nii.gz,0.8191961761211721,1.2469421129893492,0.8222524196630736,SKB,M6
4.nii.gz,0.7721625261577323,1.197216100462825,0.6597175985134914,SKB,M6
5.nii.gz,0.0665069693187842,1.0139236872687585,2.0867220446262715,SKB,M6
6.nii.gz,0.3428359697715014,1.0591408312338029,1.177168619798835,SKB,M6
7.nii.gz,0.496224243753341,1.0859718337755755,0.9553269709122209,SKB,M6
8.nii.gz,0.4804375572990319,1.207545542293878,1.0377898911276815,SKB,M6
9.nii.gz,0.3325387763801149,1.0631880060000158,0.9676165237789828,SKB,M6
10.nii.gz,0.8243358875214594,1.280598487292325,1.4936170715978738,SKB,M6
11.nii.gz,0.5938275345947539,1.1088230173055618,0.8346732213860787,SKB,M6
12.nii.gz,0.5797666798209283,1.103217641931852,0.8512599271749499,SKB,M6
13.nii.gz,0.5933080507854106,1.1758981924801668,0.8204765340312865,SKB,M6
14.nii.gz,0.6823150612548468,1.1165583737153884,0.7411473689124215,SKB,M6
15.nii.gz,0.8644825405637442,1.1984308857880055,0.5285757486641415,SKB,M6
16.nii.gz,0.8400494947754733,1.2008368484031693,0.9404360727055764,SKB,M6
17.nii.gz,0.7279783838293823,1.209545146747035,1.6071207665829583,SKB,M6
18.nii.gz,0.917550883840512,1.2595726982769402,0.484739392179795,SKB,M6
19.nii.gz,0.691498832943398,1.1566218621313724,0.8403484012210125,SKB,M6
20.nii.gz,0.6457646222298477,1.113798067486462,0.7673023840772731,SKB,M6
21.nii.gz,0.522177880733444,1.2555147548452148,0.8776228125410721,SKB,M6
22.nii.gz,0.557472629155731,1.115183759407265,0.832045360409738,SKB,M6
23.nii.gz,0.4780604504130792,1.052429298662237,0.8104331571775394,SKB,M6
24.nii.gz,0.3926646271400006,1.0495222035448404,1.7972275963931164,SKB,M6
25.nii.gz,0.0927923686901994,1.013183179817691,5.138565050269606,SKB,M6
26.nii.gz,0.5738554490835901,1.0951355230277793,0.8124806458018984,SKB,M6
27.nii.gz,0.7524532120023747,1.2159020256346804,0.7027598863754415,SKB,M6
28.nii.gz,0.3485221658873687,1.0585823112236123,1.022674388300166,SKB,M6
29.nii.gz,0.5233469683168481,1.069113918431317,0.9091031979893728,SKB,M6
30.nii.gz,0.6384227968045669,1.114224124860651,0.8020867464158836,SKB,M6
31.nii.gz,0.661040840684053,1.1160995323063665,0.7689180153122855,SKB,M6
32.nii.gz,0.8223310664081094,1.1699136986923948,0.6280368505006207,SKB,M6
33.nii.gz,0.7566119924279543,1.1468727546965425,0.7062146949801812,SKB,M6
34.nii.gz,0.7385243674303363,1.1322480080560453,0.7297975314981043,SKB,M6
35.nii.gz,0.7908115694159235,1.1884429587699397,0.6100707683115504,SKB,M6
36.nii.gz,0.81920178840197,1.183866322935658,0.6085533411387806,SKB,M6
37.nii.gz,0.8270092866999595,1.2033409713821943,0.5479751551658695,SKB,M6
38.nii.gz,0.8033646103054084,1.202097292697138,0.6125590332680709,SKB,M6
39.nii.gz,0.7210454245974052,1.1766441808187489,0.7197366182893292,SKB,M6
40.nii.gz,0.7302716136587358,1.1306008937497425,0.7030137695340013,SKB,M6
41.nii.gz,0.7512495972830021,1.1249309162807015,0.6300475496762912,SKB,M6
42.nii.gz,0.4637116386427902,1.0469353550742992,0.940927763671466,SKB,M6
43.nii.gz,0.318752846575335,1.029636733037908,1.350570704176483,SKB,M6
44.nii.gz,0.3080843254413091,1.0425604021151662,1.4201755984193756,SKB,M6
45.nii.gz,0.1533283084016901,1.0123169822262112,1.9224037251653263,SKB,M6
46.nii.gz,0.171959154006139,1.0158385248478647,2.457534191944238,SKB,M6
47.nii.gz,0.6335636638496198,1.1308625019389509,1.0854852937867772,SKB,M6
48.nii.gz,0.8328797497747843,1.2003163864381932,0.9891830982469658,SKB,M6
49.nii.gz,0.70082099687821,1.1967161568471345,0.7254088611993805,SKB,M6
50.nii.gz,0.8262296097042261,1.186706949207079,0.4835466773662115,SKB,M6
51.nii.gz,0.8836853602932919,1.2930456843072051,0.4261448883378004,SKB,M6
52.nii.gz,0.8670044707683042,1.233863359652106,0.5101301721582733,SKB,M6
53.nii.gz,0.8907675836440119,1.2900705532087642,0.5074306923569704,SKB,M6
54.nii.gz,0.8166234880440991,1.3183507073906056,0.5887301288089107,SKB,M6
55.nii.gz,0.6912977652530993,1.156503208079531,0.7927469075239747,SKB,M6
56.nii.gz,0.6133956055189591,1.20630285687414,0.7974320837789692,SKB,M6
57.nii.gz,0.6720209575332203,1.1112482241573114,0.8629962272914393,SKB,M6
58.nii.gz,0.6220476043293552,1.092463658046586,0.982120267103671,SKB,M6
59.nii.gz,0.6501101647818867,1.0814165489350185,0.9380033715637902,SKB,M6
60.nii.gz,0.3933891384694264,1.041527214787153,0.9505310469592532,SKB,M6
61.nii.gz,0.8780745800174574,1.2213024371001016,0.5121452434178732,SKB,M6
62.nii.gz,0.6765554512645174,1.1703372979927609,0.7798029568499661,SKB,M6
63.nii.gz,0.9019517517353508,1.257136018355117,0.474270985661492,SKB,M6
64.nii.gz,0.6642701276851805,1.1395530762845043,0.7763441391231347,SKB,M6
65.nii.gz,0.3495746928618419,1.0602191100692404,1.067615396215375,SKB,M6
66.nii.gz,0.1279360286644659,1.0128819795826798,1.9172963836669423,SKB,M6
67.nii.gz,0.8040007103448834,1.1666552965493462,0.9145562361857849,SKB,M6
68.nii.gz,0.8581738194824551,1.4099632401112732,1.7380020126312448,SKB,M6
69.nii.gz,0.8005126890769266,1.2755979395042274,1.14576322994973,SKB,M6
70.nii.gz,0.3958860898524854,1.0811956395205162,0.9048315310668448,SKB,M6
71.nii.gz,0.6443506355020094,1.24941215953579,0.9166717097591284,SKB,M6
72.nii.gz,0.6698944698393623,1.189397286783273,0.8654949714908371,SKB,M6
73.nii.gz,0.7322114116726378,1.26521133757263,0.748900184652087,SKB,M6
74.nii.gz,0.6723634489866579,1.1962134056230906,1.1098796064225078,SKB,M6
75.nii.gz,0.4579376473408791,1.1407447012587966,1.26344868897128,SKB,M6
76.nii.gz,0.2724820161102517,1.0751399050441324,1.100305011462747,SKB,M6
77.nii.gz,0.6596923950886898,1.1861680908907375,0.8017885742183101,SKB,M6
0.nii.gz,0.7046637578131263,1.2202324614467968,1.679924431505417,SKB,M8
1.nii.gz,0.346494434649899,1.053196047513428,0.9541956499860446,SKB,M8
2.nii.gz,0.88056781101606,1.2958310521226604,0.5738217874183597,SKB,M8
3.nii.gz,0.7764304874125507,1.1974670858634855,0.6979384771626003,SKB,M8
4.nii.gz,0.7418994188288757,1.198342026033654,0.7027513706824083,SKB,M8
5.nii.gz,0.0399395494183717,1.0039730143989447,3.218527262139064,SKB,M8
6.nii.gz,0.3688202959775567,1.041522643617656,1.094921153348563,SKB,M8
7.nii.gz,0.5952019110755413,1.0981981059008343,0.9030678258724466,SKB,M8
8.nii.gz,0.5291718728548812,1.146160833813125,0.9766349779813708,SKB,M8
9.nii.gz,0.2151345739764992,1.039207335480411,1.060590536969228,SKB,M8
10.nii.gz,0.7933174802984053,1.2804898007001009,1.6373481805987269,SKB,M8
11.nii.gz,0.6679197117443304,1.1416550530062088,0.849725539333014,SKB,M8
12.nii.gz,0.6764328164633134,1.1152775718025518,0.729378967194529,SKB,M8
13.nii.gz,0.3677233300865533,1.1329804142207691,0.9585263948511904,SKB,M8
14.nii.gz,0.4977009845362158,1.080711612152015,0.8788964893868197,SKB,M8
15.nii.gz,0.8416838516567554,1.1991589958980782,0.5469548301335599,SKB,M8
16.nii.gz,0.8277956495316081,1.1929443040088792,0.6843509167555341,SKB,M8
17.nii.gz,0.7700581939173544,1.2272239977396522,1.2120583812798764,SKB,M8
18.nii.gz,0.9078548618931312,1.2865146986257836,0.5049644186374651,SKB,M8
19.nii.gz,0.7070717752754909,1.1975899866810114,1.351752407019233,SKB,M8
20.nii.gz,0.6040128728631792,1.1086674808323524,1.1157116513787402,SKB,M8
21.nii.gz,0.5086266360575518,1.1901557823739046,0.8838092259328264,SKB,M8
22.nii.gz,0.5813852411757142,1.1344052000925955,0.8043554116364363,SKB,M8
23.nii.gz,0.4299136086355646,1.0526755122589508,0.899328428320625,SKB,M8
24.nii.gz,0.3966114475439793,1.0475829311410114,1.5935279260667037,SKB,M8
25.nii.gz,0.120967780931888,1.0151823973950318,3.154024803171134,SKB,M8
26.nii.gz,0.3095836205354013,1.058221893106675,0.9556621687125074,SKB,M8
27.nii.gz,0.5169645962402064,1.140890064318694,0.8876034092266888,SKB,M8
28.nii.gz,0.3163651944948979,1.0530960051933316,1.0283003745921369,SKB,M8
29.nii.gz,0.4452438607025105,1.064494908420439,1.0158947464266697,SKB,M8
30.nii.gz,0.654852114302173,1.1441135969126766,0.761721480754109,SKB,M8
31.nii.gz,0.6588284064541804,1.1333189047155665,0.7608483446068988,SKB,M8
32.nii.gz,0.7812971082329693,1.176435924760584,0.6931591305638011,SKB,M8
33.nii.gz,0.7237921682566862,1.1389540060580483,0.7169735548569777,SKB,M8
34.nii.gz,0.7063599378796386,1.1420770343432285,0.7450463807021234,SKB,M8
35.nii.gz,0.7219304970515558,1.1631352218582414,0.6676913098780761,SKB,M8
